MeSH Disease Term	MeSH Disease Term.1	similarity_score	shared_genes	shared_symptoms	repurposing_score
Glomerulonephritis	Polycystic Kidney, Autosomal Dominant	0.6784199421832976	0	3	0.38474999044054675
Microphthalmos	Syndactyly	0.6784196532070014	0	3	0.3847497424455059
Heart Arrest	Hypotension	0.6318088525192237	0	5	0.38474906566396117
Chromosome Disorders	Noonan Syndrome	0.6550940954992606	0	4	0.3847321053131476
Down Syndrome	Nervous System Malformations	0.6550782430993168	0	4	0.3847185010257935
Inflammation	Arthritis	0.6317307749243043	0	5	0.38468206066528776
Glomerulonephritis, IGA	Renal Insufficiency	0.6550163899926561	0	4	0.38466541963497936
Rubinstein-Taybi Syndrome	Orofaciodigital Syndromes	0.7249312734903021	0	1	0.3846653041197364
Growth Disorders	Fibromatosis, Gingival	0.7015644974708479	0	2	0.3846122940622191
Erectile Dysfunction	Infertility	0.7015614571859652	0	2	0.3846096849361985
Metabolism, Inborn Errors	Foot Deformities, Congenital	0.7248620972290535	0	1	0.38460593810957716
Angina Pectoris	Hyperlipoproteinemia Type II	0.6782367923170057	0	3	0.38459281402443674
Noonan Syndrome	Cri-du-Chat Syndrome	0.6316095900598342	0	5	0.38457806166670894
Polydactyly	Nails, Malformed	0.7247068158595438	0	1	0.3844726780114819
Bile Duct Neoplasms	Pancreatic Diseases	0.6547403728173937	0	4	0.38442854591363346
Lung Diseases, Obstructive	Polycythemia	0.6547392607101985	0	4	0.3844275915202352
Cardiomyopathies	Death, Sudden, Cardiac	0.6314170483478874	0	5	0.38441282531219656
Colitis, Ulcerative	Gastrinoma	0.6780225676002977	0	3	0.384408969646627
Sepsis	Leukocytosis	0.6779329027813327	0	3	0.38433202066936917
Chromosome Breakage	Silver-Russell Syndrome	0.724527937010301	0	1	0.38431916691692797
Williams Syndrome	Motor Skills Disorders	0.5846141532124649	0	7	0.38424729601152774
Chromosome Aberrations	Noonan Syndrome	0.6544922052102913	0	4	0.38421557226604797
Tuberous Sclerosis	Lissencephaly	0.7010400771024479	0	2	0.3841622445169529
Hepatitis B	Splenomegaly	0.6543000889508452	0	4	0.3840507010283694
Lymphoma, Non-Hodgkin	Carcinoma, Renal Cell	0.6542955403368044	0	4	0.3840467974773176
Pulmonary Disease, Chronic Obstructive	alpha 1-Antitrypsin Deficiency	0.6540558995491942	0	4	0.38384114141590214
Microphthalmos	Polydactyly	0.6773309458220335	0	3	0.3838154304068114
Polycythemia Vera	Liver Cirrhosis, Biliary	0.7239395768015524	0	1	0.3838142451778889
Metabolism, Inborn Errors	Mucolipidoses	0.6306695088764248	0	5	0.3837712983626872
Osteogenesis Imperfecta	Ichthyosiform Erythroderma, Congenital	0.7005773879279935	0	2	0.38376517173887204
Hyperglycemia	Cushing Syndrome	0.6772180402162614	0	3	0.3837185365415125
Lymphoma, Non-Hodgkin	Kidney Neoplasms	0.6772074893732821	0	3	0.3837094819693198
Neovascularization, Pathologic	Persistent Fetal Circulation Syndrome	0.7237989985932985	0	1	0.38369360310806994
Skin Abnormalities	Foot Deformities, Congenital	0.700493004737439	0	2	0.3836927553743952
Lymphoma	Pyoderma Gangrenosum	0.6538750811049088	0	4	0.3836859657905261
Rectal Neoplasms	Carcinoma, Medullary	0.7004717145562587	0	2	0.38367448446629127
Fetal Growth Retardation	Abruptio Placentae	0.6305439724741805	0	5	0.3836635649408966
Hypercholesterolemia	Hypoalphalipoproteinemias	0.7235685237670965	0	1	0.38349581313464837
De Lange Syndrome	Hypospadias	0.6536162293806154	0	4	0.3834638231968564
Hypertriglyceridemia	Acanthosis Nigricans	0.7001501017794751	0	2	0.38339848129657295
Pancreatic Neoplasms	Pancreatitis	0.6302312942993372	0	5	0.3833952293100129
Malaria	Splenomegaly	0.6535172293281555	0	4	0.38337886286488676
Osteogenesis Imperfecta	Acro-Osteolysis	0.700093829113391	0	2	0.38335018895457385
Fetal Death	Congenital Abnormalities	0.653413922011928	0	4	0.38329020610498116
Muscular Dystrophy, Duchenne	Muscular Dystrophy, Facioscapulohumeral	0.6766832425657746	0	3	0.383259581371359
Dwarfism	Microphthalmos	0.6765988422070792	0	3	0.38318715027344596
Mental Retardation	Hypopigmentation	0.6532482737364022	0	4	0.3831480492865838
Hemophilia A	Hypoprothrombinemias	0.6765446117695801	0	3	0.38314061054080645
Microcephaly	Hypospadias	0.6532244574286574	0	4	0.38312761049526994
Hand Deformities, Congenital	Stereotypic Movement Disorder	0.7230223937384586	0	1	0.38302713269076216
Cryptorchidism	Fibromatosis, Gingival	0.6995929090024671	0	2	0.38292030697111124
Klinefelter Syndrome	Coloboma	0.7228735693770839	0	1	0.38289941389836374
Abnormalities, Multiple	Hypotrichosis	0.6528667839822105	0	4	0.38282066060997405
Attention Deficit Disorder with Hyperactivity	Asperger Syndrome	0.5829393132416488	0	7	0.3828099739457218
Arrhythmias, Cardiac	Cardiomyopathy, Hypertrophic, Familial	0.6528317031826973	0	4	0.38279055480398366
Pulmonary Emphysema	Lymphangioleiomyomatosis	0.6527802502944928	0	4	0.38274639872169847
Brain Diseases	Brain Ischemia	0.6294076551162328	0	5	0.3826883947510302
Dyslexia	Periventricular Nodular Heterotopia	0.6992787719186402	0	2	0.3826507193268348
Exocrine Pancreatic Insufficiency	Intestinal Polyps	0.6758018843079899	0	3	0.38250321318462593
Nevus	Orofaciodigital Syndromes	0.6758001010171497	0	3	0.3825016827916815
Phenylketonurias	Hypospadias	0.67575728543102	0	3	0.38246493911003004
Bone Demineralization, Pathologic	Pseudohypoaldosteronism	0.6523268112743796	0	4	0.38235726428469996
Metabolism, Inborn Errors	Marfan Syndrome	0.6988926000155058	0	2	0.38231931250156126
Immune Complex Diseases	Hypertension, Pregnancy-Induced	0.6987989926545369	0	2	0.3822389800950109
Gallbladder Neoplasms	Liver Failure, Acute	0.6987642310483645	0	2	0.38220914821586716
HIV Infections	Rectal Neoplasms	0.6987159397073149	0	2	0.3821677053250314
Arrhythmias, Cardiac	Romano-Ward Syndrome	0.7219958437301116	0	1	0.3821461631627115
Fanconi Anemia	Fibrous Dysplasia, Polyostotic	0.6753645825277917	0	3	0.38212792748029156
Albinism, Oculocutaneous	Albinism, Ocular	0.6053870056937634	0	6	0.3820742405324147
Bradycardia	Death, Sudden, Cardiac	0.6985468614397726	0	2	0.38202260493990725
Liver Diseases	Splenomegaly	0.65186718673027	0	4	0.3819628215255432
Muscular Dystrophy, Emery-Dreifuss	Muscular Atrophy	0.6984645427334777	0	2	0.3819519602842697
Liver Cirrhosis	Carcinoma, Hepatocellular	0.6284748666759317	0	5	0.3818878899676865
Hyperlipoproteinemia Type II	Hyperlipoproteinemias	0.651685921035239	0	4	0.3818072620764128
Bile Duct Neoplasms	Cholestasis	0.6050490491935905	0	6	0.3817842114290703
Osteopetrosis	Osteosclerosis	0.6281654335340677	0	5	0.3816223391745107
Metabolism, Inborn Errors	Mucopolysaccharidosis II	0.7213438132908196	0	1	0.38158660060491384
Peripheral Nervous System Diseases	Hyperalgesia	0.674667095978175	0	3	0.3815293551833344
Lymphoma, Non-Hodgkin	Myelodysplastic Syndromes	0.6047353537397989	0	6	0.38151500278494066
Cerebrovascular Disorders	Migraine with Aura	0.6745566281445035	0	3	0.3814345533767949
De Lange Syndrome	Tuberous Sclerosis	0.7211200137445136	0	1	0.38139453925467853
Heart Diseases	Mitral Valve Prolapse	0.627899670077608	0	5	0.3813942650379303
Hodgkin Disease	Pancytopenia	0.6511093315514929	0	4	0.38131244179367485
Amenorrhea	Infertility	0.5811097322586514	0	7	0.38123985550822126
Pigmentation Disorders	Ichthyosis	0.6742812980050332	0	3	0.3811982692590657
Diabetes Mellitus	Acanthosis Nigricans	0.6975435725322016	0	2	0.38116159773303504
Ectodermal Dysplasia	Nevus	0.6975386468580623	0	2	0.3811573705947695
Carcinoma, Non-Small-Cell Lung	Genital Neoplasms, Female	0.6742092077479452	0	3	0.38113640250221265
HIV Infections	Entamoebiasis	0.6741497208772219	0	3	0.38108535177891595
Anemia, Megaloblastic	Immune Complex Diseases	0.6974496943576082	0	2	0.38108103291837103
Femur Head Necrosis	Cartilage Diseases	0.6507913356948872	0	4	0.3810395426095747
Down Syndrome	Homocystinuria	0.7206685914464791	0	1	0.3810071355377457
Metal Metabolism, Inborn Errors	Fibromatosis, Gingival	0.6507332213974246	0	4	0.3809896698076728
Hypertriglyceridemia	Hypertrophy, Left Ventricular	0.6273843018589124	0	5	0.38095198390919316
Arthritis, Rheumatoid	Osteoarthritis, Hip	0.6739559124572769	0	3	0.3809190283549591
Rubinstein-Taybi Syndrome	Maple Syrup Urine Disease	0.7204081110554158	0	1	0.3807835952471455
Eye Abnormalities	Hypertelorism	0.6504692905179312	0	4	0.3807631683606369
Gastrointestinal Neoplasms	Esophageal Neoplasms	0.6038497270208766	0	6	0.38075497147009557
Myopathies, Nemaline	Spinal Muscular Atrophies of Childhood	0.6271475580854665	0	5	0.38074881402105754
Graft vs Host Disease	Vipoma	0.6736380475781084	0	3	0.38064624157369364
Respiratory Distress Syndrome, Adult	Myocardial Reperfusion Injury	0.673414335184083	0	3	0.38045425501621355
Ectodermal Dysplasia	Synostosis	0.6267777471974355	0	5	0.38043144796889483
Ovarian Diseases	Fallopian Tube Neoplasms	0.6033976064977208	0	6	0.3803669685470349
Acanthosis Nigricans	Glucose Intolerance	0.6732910721078046	0	3	0.3803484725280229
Brain Diseases	Neuronal Ceroid-Lipofuscinoses	0.6732184461091191	0	3	0.3802861460059188
Celiac Disease	Intestinal Polyps	0.6965114766803898	0	2	0.3802758688468818
Acanthosis Nigricans	Dyslipidemias	0.6731875941320676	0	3	0.3802596693107345
Leukemia, Myeloid, Acute	Kidney Neoplasms	0.6498762148923759	0	4	0.38025419992296167
Atrial Fibrillation	Cardiomyopathy, Hypertrophic	0.6265310466787837	0	5	0.3802197333541957
Bradycardia	Torsades de Pointes	0.6964244906900672	0	2	0.38020121879942337
Nevus	Hand Deformities, Congenital	0.6963018664639036	0	2	0.3800959845626375
Polycythemia Vera	Lichenoid Eruptions	0.719590676726147	0	1	0.3800820855988936
Gonadal Dysgenesis, 46,XY	Gonadal Dysgenesis, 46,XX	0.7195742654876216	0	1	0.38006800172480965
Arthritis, Rheumatoid	Breast Diseases	0.6729307457559863	0	3	0.38003924595988253
Lung Neoplasms	Lymphangioleiomyomatosis	0.6728946929589646	0	3	0.3800083060004857
Torsades de Pointes	Cardiomyopathy, Hypertrophic	0.6495752190943701	0	4	0.37999588992933414
Dandy-Walker Syndrome	Hypopigmentation	0.6494723684076186	0	4	0.3799076250418659
Sebaceous Gland Neoplasms	Rubinstein-Taybi Syndrome	0.7193659120245806	0	1	0.37988919596716464
Hepatitis B	Liver Failure, Acute	0.6960576719654669	0	2	0.3798864205761866
Lung Diseases	Pulmonary Alveolar Proteinosis	0.6261046373675387	0	5	0.37985379540024367
Neoplasm Recurrence, Local	Carcinoma, Transitional Cell	0.6260756043138079	0	5	0.37982887967725387
Anodontia	Craniofacial Dysostosis	0.6026442015635319	0	6	0.37972040794705764
Malabsorption Syndromes	Colorectal Neoplasms	0.6957963844664382	0	2	0.37966218763786586
Abnormalities, Multiple	Micrognathism	0.672386719447572	0	3	0.37957237089654033
Heart Diseases	Angina Pectoris	0.6490539777582921	0	4	0.37954856858102043
De Lange Syndrome	Nevus	0.6956584852479704	0	2	0.37954384463613733
Pancreatic Neoplasms	Cholangiocarcinoma	0.649000007083815	0	4	0.37950225177303637
Fetal Diseases	Limb Deformities, Congenital	0.6489634186046632	0	4	0.37947085209942244
Neutropenia	Splenomegaly	0.6256177390241509	0	5	0.379435946683381
Hepatitis B	Gallbladder Neoplasms	0.7188319112783843	0	1	0.37943092468809386
Colitis, Ulcerative	AIDS-Related Opportunistic Infections	0.6955230217317183	0	2	0.37942759191682474
Death, Sudden	Torsades de Pointes	0.6489053502902998	0	4	0.37942101875951356
Charcot-Marie-Tooth Disease	Hypertrophy	0.6954501635109964	0	2	0.3793650661053183
Hemangiosarcoma	Behcet Syndrome	0.7186557307446133	0	1	0.3792797292466386
Atherosclerosis	Gout	0.6953490125886026	0	2	0.3792782599296438
Growth Disorders	Gonadal Dysgenesis	0.6021010110689132	0	6	0.37925425016634073
Tuberous Sclerosis	Malformations of Cortical Development	0.6719533974168634	0	3	0.3792005005523941
Staphylococcal Skin Infections	Keratosis	0.6952304109937704	0	2	0.3791764778535872
Hyperlipoproteinemia Type II	Coronary Restenosis	0.6485804537173838	0	4	0.37914219748614175
Psoriasis	Drug Hypersensitivity	0.6485731829737911	0	4	0.3791359578451117
Rubinstein-Taybi Syndrome	Wolf-Hirschhorn Syndrome	0.7183738805870964	0	1	0.37903784974906934
Cushing Syndrome	Gout	0.6950196853674611	0	2	0.37899563634168
Diabetes Mellitus, Experimental	Diabetes Mellitus, Type 1	0.6017163484101511	0	6	0.37892413855152124
Skin Abnormalities	Fanconi Anemia	0.6482454901023967	0	4	0.37885473683112264
Bone Resorption	Precancerous Conditions	0.6482365222503679	0	4	0.3788470407575702
Dermatomyositis	Muscular Dystrophies, Limb-Girdle	0.6948135046608848	0	2	0.3788186952104259
Mitral Valve Prolapse	Ductus Arteriosus, Patent	0.6947444332952291	0	2	0.3787594192200614
Microcephaly	Leukodystrophy, Metachromatic	0.6247604323876367	0	5	0.3787002192304332
Acrocephalosyndactylia	Microphthalmos	0.6713192683303492	0	3	0.3786563006619579
Macular Degeneration	Choroideremia	0.6153439467380759	1	5	0.37861913516133017
Acanthosis Nigricans	Hyperlipoproteinemias	0.6712596284822523	0	3	0.3786051186558172
Liver Cirrhosis	Hypertension, Portal	0.5780264327206576	0	7	0.3785938149678296
Growth Disorders	Xeroderma Pigmentosum	0.6945433167802073	0	2	0.37858682410060174
Schizophrenia	Alcohol Withdrawal Delirium	0.6711568402445638	0	3	0.3785169073611805
Malaria	Leukemia	0.6478265006835737	0	4	0.37849516651544635
Spinal Dysraphism	Urogenital Abnormalities	0.6711283894692662	0	3	0.378492491340643
Arthritis	Arthritis, Juvenile Rheumatoid	0.6245026729688747	0	5	0.3784790140366765
Osteochondrodysplasias	Chromosome Aberrations	0.6477253330935372	0	4	0.3784083460358557
Cleidocranial Dysplasia	Coloboma	0.647709428329342	0	4	0.37839469681030125
Hyperglycemia	Prader-Willi Syndrome	0.6943166315477312	0	2	0.3783922862985981
Leiomyosarcoma	Lymphangioleiomyomatosis	0.6243452308552077	0	5	0.3783438996209687
Rectal Neoplasms	Intestinal Polyps	0.6709420674802306	0	3	0.3783325926572748
Staphylococcal Skin Infections	Liver Cirrhosis, Biliary	0.6941999343115764	0	2	0.37829213851405363
Muscular Dystrophies, Limb-Girdle	Muscular Atrophy, Spinal	0.6708693335980717	0	3	0.37827017355122267
Muscle Weakness	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.7173811909544072	0	1	0.37818593867790845
Amino Acid Metabolism, Inborn Errors	Metal Metabolism, Inborn Errors	0.6707245671548654	0	3	0.3781459372021779
Lupus Erythematosus, Systemic	Amyloidosis	0.6939436173528111	0	2	0.3780721712174204
Tuberous Sclerosis	Hand Deformities, Congenital	0.6939078304914755	0	2	0.37804145947996504
Blood Coagulation Disorders	Hemophilia B	0.6937853520974366	0	2	0.3779363503940798
Aortic Valve Stenosis	Dextrocardia	0.6238233199324151	0	5	0.3778960036435701
Nevus	Chromosome Breakage	0.7170285259729577	0	1	0.3778832869807272
Cholestasis, Intrahepatic	Parapsoriasis	0.717025351575138	0	1	0.3778805627610338
Heart Defects, Congenital	Heart Septal Defects, Atrial	0.623756493290131	0	5	0.3778386540404962
Hodgkin Disease	Primary Myelofibrosis	0.647001284901912	0	4	0.3777869789436775
von Willebrand Diseases	Hypoprothrombinemias	0.6469731937541933	0	4	0.37776287155003185
Kidney Diseases	Kidney Diseases, Cystic	0.62362055937319	0	5	0.37772199763050174
Language Development Disorders	Williams Syndrome	0.6236014817103283	0	5	0.3777056254718041
Colorectal Neoplasms	Gram-Negative Bacterial Infections	0.7168032352716643	0	1	0.37768994594407157
Leukemia, Myeloid, Acute	Leukocytosis	0.6934641797632194	0	2	0.3776607252054405
Carcinoma, Squamous Cell	Uterine Cervical Neoplasms	0.6468541645138209	0	4	0.3776607224751086
Dermatomyositis	Muscular Atrophy, Spinal	0.6701444793263773	0	3	0.37764811469344883
Tooth Abnormalities	Dental Enamel Hypoplasia	0.6467982901078375	0	4	0.3776127719138412
Cardiomyopathy, Dilated	Cardiomegaly	0.5768111846469237	0	7	0.37755090764400046
Arrhythmias, Cardiac	Aortic Valve Stenosis	0.6699712659626393	0	3	0.37749946563196757
Aortic Valve Stenosis	Cardiomyopathy, Hypertrophic, Familial	0.623350917072076	0	5	0.3774905947287206
Neuroblastoma	Epilepsies, Myoclonic	0.6698422926950661	0	3	0.37738878274487847
Cri-du-Chat Syndrome	Hypertelorism	0.7163716356645625	0	1	0.3773195537575403
Hyperinsulinism	WAGR Syndrome	0.6697089580861528	0	3	0.37727435702130724
Arthritis	Legg-Perthes Disease	0.6464002113178859	0	4	0.3772711467802782
De Lange Syndrome	Microphthalmos	0.6696770022909142	0	3	0.37724693304622475
Bone Diseases, Metabolic	Diabetes Mellitus, Experimental	0.6695457293222277	0	3	0.3771342765907873
Diabetes Mellitus, Type 2	Diabetes Complications	0.6461867745992275	0	4	0.3770879786503514
Hypertension	Arteriosclerosis	0.5993350348487514	0	6	0.37688053164755236
Epilepsy	Hamartoma	0.6924888006980472	0	2	0.37682366979875936
Tachycardia	Isolated Noncompaction of the Ventricular Myocardium	0.6457874359055268	0	4	0.3767452722866464
Pain	Arthritis	0.6457854361921733	0	4	0.37674355616320876
Leukemia, Myeloid, Acute	Carcinoma, Small Cell	0.6224719024162415	0	5	0.37673623778536314
Craniofacial Abnormalities	Smith-Magenis Syndrome	0.7156376313862052	0	1	0.37668964250389086
Craniofacial Dysostosis	Eye Abnormalities	0.6690002413194956	0	3	0.37666614712372126
Pain Insensitivity, Congenital	Orofaciodigital Syndromes	0.7155661539130982	0	1	0.3766283016288849
Cryptorchidism	Amino Acid Metabolism, Inborn Errors	0.7155131169276204	0	1	0.3765827860985302
Asthma	Pneumonia	0.6222559278837795	0	5	0.3765508917424163
Carcinoma	Neoplasm Recurrence, Local	0.6455269747335307	0	4	0.376521748489556
Lipid Metabolism, Inborn Errors	Mental Retardation, X-Linked	0.6454986189464402	0	4	0.37649741398644604
Carcinoma, Pancreatic Ductal	Pancreatic Diseases	0.6454144376073523	0	4	0.3764251708478128
Mesothelioma	Pulmonary Veno-Occlusive Disease	0.6454116669204072	0	4	0.37642279308662185
Congenital Abnormalities	Hypospadias	0.6687081126876938	0	3	0.37641544679661004
Ectodermal Dysplasia	Hypopigmentation	0.6686938171198329	0	3	0.3764031785587558
Hypospadias	Smith-Lemli-Opitz Syndrome	0.6453271037594012	0	4	0.376350222274254
Bone Diseases, Developmental	Pain Insensitivity, Congenital	0.7151791902997806	0	1	0.37629621537003216
Muscle Weakness	Muscular Dystrophy, Facioscapulohumeral	0.6916910781557551	0	2	0.37613907650482903
Colonic Neoplasms	Mucositis	0.621719166924642	0	5	0.3760902516907847
Lymphoma	Lymphoma, B-Cell	0.6682998087176096	0	3	0.3760650465697321
Heart Diseases	Wolff-Parkinson-White Syndrome	0.6215873256931629	0	5	0.37597710756090363
Abnormalities, Multiple	Eye Abnormalities	0.6681383363383887	0	3	0.375926473441722
Osteoarthritis	Bone Neoplasms	0.6214546848707894	0	5	0.37586327723433743
Hyperuricemia	Hyperlipoproteinemias	0.6913666149883622	0	2	0.37586062717345325
Hearing Loss, Conductive	Acro-Osteolysis	0.6913516369868886	0	2	0.37584777328150254
Muscular Dystrophies	Hereditary Sensory and Autonomic Neuropathies	0.6680265252578014	0	3	0.3758305188812086
Arthritis	Testicular Diseases	0.6447147997243354	0	4	0.37582475230941126
Diffuse Cerebral Sclerosis of Schilder	Chromosome Disorders	0.621369207543825	0	5	0.37578992189871563
Hypopituitarism	Metabolic Diseases	0.6445961160273888	0	4	0.37572289977457485
Uveitis	Corneal Opacity	0.5979809253640959	0	6	0.37571845558313643
Hyponatremia	Seizures	0.6677747884185903	0	3	0.37561448217317733
Craniofacial Dysostosis	Hypospadias	0.6444418077979969	0	4	0.3755904748104559
Pituitary Neoplasms	Glaucoma, Open-Angle	0.6443586952129665	0	4	0.3755191488602207
Rubinstein-Taybi Syndrome	Nails, Malformed	0.7142567001384665	0	1	0.37550454841232306
Sepsis	Communicable Diseases	0.6210276853890633	0	5	0.3754968328050984
Pancreatitis	Venous Thrombosis	0.6443193126108945	0	4	0.3754853513130202
Down Syndrome	Nails, Malformed	0.7140900043101709	0	1	0.3753614926001487
